col0,col1,col2
104 Motorised Division Mantova,Royal Italian Army,World War II
47 Infantry Division Bari,Royal Italian Army,World War II
26th Division,Republican zone,Spanish Civil War
45th Division,Republican zone,Spanish Civil War
11th Division,Second Spanish Republic,Spanish Civil War
77th Division,Second Spanish Republic,Spanish Civil War
35th Division,Second Spanish Republic,Spanish Civil War
57 Infantry Division Lombardia,Royal Italian Army,World War II
54 Infantry Division Napoli,Royal Italian Army,World War II
51 Infantry Division Siena,Royal Italian Army,World War II
4 Infantry Division Littorio,Royal Italian Army,World War II
44 Infantry Division Cremona,Royal Italian Army,World War II
3 Alpine Division Julia,Royal Italian Army,World War II
34.ª División,Second Spanish Republic,Spanish Civil War
42.ª División,Second Spanish Republic,Spanish Civil War
29th Infantry Division Peloritana,Royal Italian Army,World War II
20 Infantry Division Friuli,Royal Italian Army,World War II
132 Armoured Division Ariete,Royal Italian Army,World War II
13 Infantry Division Re,Royal Italian Army,World War II
8th Panzer Division (Wehrmacht),Nazi Germany,World War II
