col0,col1,col2,col3
Socialist Party of Serbia,Ivica Dačić,Serbia,Slobodan Milošević
Kuomintang,Wu Den-yih,Taiwan,Sun Yat-sen
Simón Bolívar Broad Front for the Homeland,Nicolás Maduro,Venezuela,Hugo Chávez
United Socialist Party of Venezuela,Nicolás Maduro,Venezuela,Hugo Chávez
Serbian Progressive Party,Aleksandar Vučić,Serbia,Aleksandar Vučić
Democratic Party of Vojvodina Hungarians,András Ágoston,Serbia,András Ágoston
African Democratic Rally,Félix Houphouët-Boigny,France,Félix Houphouët-Boigny
Democratic Labour Party of Lithuania,Algirdas Brazauskas,Lithuania,Algirdas Brazauskas
People's Revolutionary Party of Benin,Mathieu Kérékou,Benin,Mathieu Kérékou
Constitutional Democratic Rally,Zine El Abidine Ben Ali,Tunisia,Zine El Abidine Ben Ali
Republican Action,Manuel Azaña,Spain,Manuel Azaña
Federalist Party,Alexander Hamilton,United States of America,Alexander Hamilton
German People's Union,Gerhard Frey,Germany,Gerhard Frey
Team Stronach,Frank Stronach,Austria,Frank Stronach
Democratic Front for the Liberation of Palestine,Nayef Hawatmeh,State of Palestine,Nayef Hawatmeh
Christian National Union Party,István Friedrich,Kingdom of Hungary,István Friedrich
Popular Force,Keiko Fujimori,Peru,Keiko Fujimori
Libyan Arab Socialist Union,Muammar Gaddafi,Libya,Muammar Gaddafi
Popular Republican Union,François Asselineau,France,François Asselineau
Democratic Movement,François Bayrou,France,François Bayrou
