col0,col1,col2,col3,col4,col5
Foggy Day in London Dia de Niebla en Londres) / Things Are Looking Up Now (Las Cosas Van Mejorando),Victor,"78 RPM 10"" shellac",Foggy Day in London (Dia de Niebla en Londres),Hal Kemp and His Orchestra,Foggy Day in London / Things Are Looking Up Now
When You Wish Upon a Star / The Gcucho Serenade,Bluebird,"78 RPM 10"" shellac",When You Wish Upon a Star,Glenn Miller & His Orchestra,When You Wish Upon A Star / The Gaucho Serenade
"Lost In Te Night / Merry Christmas, Baby",Exclusive,"78 RPM 10"" shellac","Merry Christmas, Baby",Johnny Moore's Three Blazers,"Lost In the Night / Merry Christmas, Baby"
Maria Elena / Green Eyes(Aqullos Ojos Verdes),Decca,"78 RPM 10"" shellac",Maria Elena,Jimmy Dorsey and His Orchestra,Maria Elena / Green Eyes
T'ho vista piagere / Madonella,Cetra,"78 RPM 10"" shellac",T'ho vista piangere,Alfredo Clerici,T'ho vista piangere / Madonella
I Forgot to Remember to Forget / Myswery Train,Sun Records,"78 RPM 10"" shellac",Mystery Train,Elvis Presley,I Forgot to Remember to Forget / Mystery Train
I Love You Because / A Link in!the Chain of Broken Hearts,Capitol Records,"78 RPM 10"" shellac",I Love You Because,Leon Payne,I Love You Because / A Link in the Chain of Broken Hearts
I Know Why / Chattanoga Choo Choo,Bluebird,"78 RPM 10"" shellac",I Know Why,Glenn Miller & His Orchestra,I Know Why / Chattanooga Choo Choo
Noche de ronda 0 Amor de mis amores,Victor,"78 RPM 10"" shellac",Noche de ronda,Pedro Vargas,Noche de ronda / Amor de mis amores
Deux petits chausons / Moulin Rouge,Polydor Records,"78 RPM 10"" shellac",Deux petits chaussons,André Claveau,Deux petits chaussons / Moulin Rouge
When You Wish Upon A Star / Give ALittle Whistle,His Master's Voice,"78 RPM 10"" shellac","When You Wish Upon a Star (From the Walt Disney motion picture ""PINOCCHIO"")",Jiminy Cricket,When You Wish Upon A Star / Give A Little Whistle
Isoisän olkihatt / Ontuva Eriksson,Decca,"78 RPM 10"" shellac",Isoisän olkihattu,Tapio Rautavaara,Isoisän olkihattu / Ontuva Eriksson
"Forget-Me-Not /""What a Day We'll Have",London Records,"78 RPM 10"" shellac",Forget-Me-Not,Vera Lynn,Forget-Me-Not / What a Day We'll Have
