col0,col1,col2
Tibco-SVB 2015,Jo Kiesanowski,Team TIBCO
2018 Health Mate-Cyclelive season,Zsófia Szabó,Health Mate-Cyclelive
2018 Aromitalia Vaiano season,Rasa Leleivytė,Aromitalia Vaiano
2018 Sho-Air Twenty20 season,Jasmin Glaesser,TWENTY20 p/b Sho-Air
2018 BTC City Ljubljana season,Polona Batagelj,BTC City Ljubljana
China Liv Pro Cycling 2018,Bai Yue,China Liv Pro Cycling
2018 Bizkaia-Durango season,Alice Maria Arzuffi,Bizkaia-Durango
Wiggle High5 2018,Lisa Brennauer,Wiggle High5 Pro Cycling
2018 Experza-Footlogix season,Jessy Druyts,Experza–Footlogix Ladies Cycling Team
2018 Sunweb (women's team) season,Ellen van Dijk,Team Sunweb
2018 Astana (women's team) season,Lara Vieceli,Astana Women's Team
2015 Aromitalia Vaiano season,Marta Bastianelli,Aromitalia Vaiano
