col0,col1,col2,col3
John F. Kennedy Presidential Library and Museum,Columbia Point,1979-01-01,National Archives and Records Administration
Petrie Museum of Egyptian Archaeology,London,1892-01-01,University College London
World of Coca-Cola,Atlanta,1990-01-01,The Coca-Cola Company
Zeeuws Museum,Middelburg,1972-01-01,Rijksmuseum
Horniman Museum,Forest Hill,1901-01-01,"Department for Digital, Culture, Media and Sport"
Nobel Prize Museum,Gamla stan,2001-04-01,Nobel Foundation
Museo di Palazzo Venezia,Palazzo Venezia,1916-01-01,Ministry of Cultural Heritage and Activities and Tourism
Palanga Amber Museum,Palanga,1963-08-03,Lithuanian Art Museum
Hamburg Dungeon,HafenCity,2000-05-03,Merlin Entertainments
Wahnfried,Bayreuth,1976-01-01,Wagner family
Stockholm Observatory,Vasastaden,1752-01-01,Royal Swedish Academy of Sciences
Sabarmati Ashram,Ahmedabad,1915-06-25,Mohandas Karamchand Gandhi
Helsinki University Observatory,Tähtitorninvuori,1834-01-01,University of Helsinki
Tropenmuseum,Villa Welgelegen,1864-01-01,National Museum of World Cultures
Creation Museum,Petersburg,2007-05-28,Answers in Genesis
