col0,col1,col2,col3,col4
Phoenicia InterContinental Hotel,23,Edward Durell Stone,Najib Salha,Beirut
Three PNC Plaza,23,Louis D. Astorino,PNC Financial Services,Pennsylvania
Omni William Penn Hotel,23,Benno Janssen,Omni Hotels & Resorts,Pittsburgh
Hyatt Regency Osaka,28,Obayashi Corporation,Hoshino Resorts REIT,Suminoe-ku
Norfolk Hotel,6,Horatio Nelson Goulty,Accor,Brighton and Hove
Hotel del Coronado,7,Reid & Reid,Anbang Insurance Group,Coronado
Mauna Kea Beach Hotel,8,Edward Charles Bassett,Cerberus Capital Management,Hawaii County
Park Lane Hotel,8,"Adie, Button and Partners",Starwood Hotels and Resorts Worldwide,City of Westminster
Beverly Hilton Hotel,7,Welton Becket,Beny Alagem,Beverly Hills
Scandic Park Hotel,8,Arnstein Arneberg,Scandic Hotels,Sandefjord
NH Gran Hotel Provincial,7,Alejandro Bustillo,NH Hotel Group,Mar del Plata
