col0,col1,col2,col3,col4
Agricultural Bank of China,Ministry of Finance of the People's Republic of China,Finance,503082,Joint stock company
Natixis,Groupe BPCE,financial services,39,société anonyme
Sberbank of Russia,Central Bank of Russia,Finance,325000,open joint-stock company
Česká spořitelna,Erste Group,Finance,10224,akciová společnost
Československá obchodní banka,KBC Bank,bank,8318,akciová společnost
Garanti BBVA,Bilbao Vizcaya Argentaria Bank,financial services,209,Naamloze vennootschap
ABN AMRO,Kingdom of the Netherlands,financial services,18830,Naamloze vennootschap
China Construction Bank,Temasek Holdings,Finance,369183,public company
Commerzbank,Germany,financial services,49417,Aktiengesellschaft
Bank of Brazil,Federal Government of Brazil,financial services,111628,S.A.
Industrial and Commercial Bank of China,Ministry of Finance of the People's Republic of China,financial services,453048,joint-stock company
PPF Banka,Prague,banking,235,akciová společnost
Equa bank,Equa Group Limited,Finance,608,akciová společnost
Moneta Money Bank,JPMorgan Chase,financial services,3304,akciová společnost
VAB Bank,Oleg Bakhmatyuk,banking,2000,open joint-stock company
Československá obchodná banka,KBC Bank,Finance,2563,joint-stock company
Komerční banka,Society General,financial services,8167,akciová společnost
Danske Bank,BlackRock,financial services,19122,aktieselskab
State Bank of India,Government of India,financial services,209567,joint-stock company
PrivatBank,Cabinet of Ministers of Ukraine,bank,20936,joint-stock company
