col0,col1,col2,col3
Hezbollah,Hassan Nasrallah,Lebanon,Mohammad Hussein Fadlallah
Nationalist Liberal Party,Anastasio Somoza Debayle,Nicaragua,Anastasio Somoza García
Social Democratic Union of Macedonia,Zoran Zaev,North Macedonia,Branko Crvenkovski
People's Democratic Party of Tajikistan,Emomali Rahmon,Tajikistan,Abdulmajid Dostiev
Patriotic Union of Kurdistan,Jalal Talabani,Iraq,Nawshirwan Mustafa
United Malays National Organisation,Najib Razak,Malaysia,Onn Jaafar
New Democratic Spirit,Bamir Topi,Albania,Gazmend Oketa
All People's Congress,Ernest Bai Koroma,Sierra Leone,Siaka Probyn Stevens
Sri Lanka Freedom Party,Mahinda Rajapaksa,Sri Lanka,S. W. R. D. Bandaranaike
African Party for the Independence of Cape Verde,José Maria Neves,Cape Verde,Aristides Maria Pereira
United Seychelles Party,James Michel,Seychelles,France-Albert René
Party of the Revolution,Jakaya Mrisho Kikwete,Tanzania,Julius Nyerere
People's Movement for the Liberation of Angola,José Eduardo dos Santos,Angola,Agostinho Neto
New Azerbaijan Party,Ilham Aliyev,Azerbaijan,Heydar Aliyev
South-West Africa People's Organization,Hifikepunye Pohamba,Namibia,Sam Nujoma
People's Action Party,Lee Hsien Loong,Singapore,Lee Kuan Yew
Bangladesh Awami League,Sheikh Hasina,Bangladesh,Huseyn Shaheed Suhrawardy
Christian Social Union of Bavaria,Markus Söder,Germany,Karl Scharnagl
People's National Party,Hilla Limann,Ghana,Imoru Egala
New Centre-Right,Renato Schifani,Italy,Angelino Alfano
