col0,col1,col2,col3
Power to the People!,Communist Refoundation Party,left-wing populism,2017-12-17
Españoles Bajo el Separatismo,España 2000,Spanish unionism,2003-01-01
Adelante Andalucía,Equo,Andalusianism,2018-06-07
NOW Platform,Dignity and Truth Platform Party,Pro-Europeanism,2018-12-16
European Coalition,Civic Platform,Pro-Europeanism,2019-02-01
Republics Now,Republican Left of Catalonia,independentism,2019-01-01
Catalunya en Comú-Podem,Initiative for Catalonia Greens,environmentalism,2017-01-01
Candidatura d'Unitat Popular-Alternativa d'Esquerres,Popular Unity Candidacy,environmentalism,2012-01-01
Republics Now,Republican Left of Catalonia,regionalism,2019-01-01
Catalunya en Comú-Podem,Initiative for Catalonia Greens,alter-globalization,2017-01-01
