col0,col1,col2
Hilton Edinburgh Carlton,cash,Hilton Worldwide
DoubleTree by Hilton Hotel London ExCel,cash,Hilton Hotels & Resorts
Hilton Garden Inn Bristol City Centre,Mastercard credit card,Hilton Worldwide
Hilton Colombo,Mastercard credit card,Hilton Worldwide
Hampton by Hilton Amsterdam / Arena Boulevard,Mastercard credit card,Hilton Worldwide
Hilton Garden Inn Singapore Serangoon,Mastercard credit card,Hilton Worldwide
Hilton Seychelles Labriz Resort & Spa,Mastercard credit card,Hilton Worldwide
DoubleTree by Hilton Cambridge Belfry,Mastercard credit card,Hilton Worldwide
Hilton Garden Inn Birmingham Brindleyplace,Mastercard credit card,Hilton Worldwide
Hilton Moorea Lagoon Resort & Spa,Mastercard credit card,Hilton Worldwide
Hilton Garden Inn Tirana,Mastercard credit card,Hilton Worldwide
Hilton Barcelona,Mastercard credit card,Hilton Worldwide
Hilton Cairns,Mastercard credit card,Hilton Worldwide
