col0,col1,col2
Scotiabank,Toronto,R & G Financial Corporation
Merrill Lynch,New York City,Mercury Asset Management
Shinsei Bank,Chiyoda-ku,Long-Term Credit Bank of Japan
Chase Bank,New York City,Chemical Bank
Canadian Imperial Bank of Commerce,Toronto,Bank of Hamilton
Bank of America,Charlotte,FleetBoston Financial
PostBank,New Zealand,New Zealand Post Office
Algemene Bank Nederland,Amsterdam,Netherlands Trading Society
Arion Bank,Reykjavík,Kaupthing Bank
The Bank of New York Mellon,New York City,Bank of New York
ING Group,Amsterdam,Barings Bank
