col0,col1,col2,col3,col4,col5
Pesoz,147,856,38.97,Province of Asturias,Grandas de Salime
Gijón,271780,3,181.6,Province of Asturias,Corvera de Asturias
Soto del Barco,3866,467,35.34,Province of Asturias,Castrillón
Aller,10613,2123,375.89,Province of Asturias,Casu
Langreo,39420,1021,82.46,Province of Asturias,Oviedo
Llanes,13568,1177,263.59,Province of Asturias,Ribadesella
Casu,1507,640,307.94,Province of Asturias,Aller
Ribadesella,5746,897,84.37,Province of Asturias,Llanes
Cangues d'Onís,6163,87,212.75,Province of Asturias,Llanes
Cabrales,1960,307,238.29,Province of Asturias,Llanes
Oviedo,219686,232,186.65,Oviedo Province,Langreo
Morcín,2594,1712,50.05,Province of Asturias,Mieres
Ponga,586,628,205.98,Province of Asturias,Burón
Cabranes,1034,581,38.31,Province of Asturias,Piloña
Tapia de Casariego,3786,645,65.99,Province of Asturias,El Franco
Villayón,1206,357,132.46,Province of Asturias,Boal
Gozón,10333,187,81.72,Province of Asturias,Avilés
Mieres,37959,386,146.03,Province of Asturias,Oviedo
Allande,1648,1416,342.24,Province of Asturias,Cangas del Narcea
