col0,col1,col2,col3
Museum of Communication,Switzerland,Bern,building of the Museum of Communication in Bern
Heimat- und Uhrenmuseum Schwenningen,Germany,Villingen-Schwenningen,Schwenningen
Uhrenindustriemuseum,Germany,Villingen-Schwenningen,Schwenningen
Musée Baud,Switzerland,Canton of Vaud,L'Auberson
Science Museum,United Kingdom,South Kensington,Exhibition Road
Elektrothek Osterath,Germany,Meerbusch,Osterath substation
museum of Ancient Greek Technology,Greece,Pyrgos Municipality,Katakolo
Museum of Technology,Finland,Helsinki,Vanhakaupunki
Technische Sammlungen Dresden,Germany,Dresden,Ernemann Building
Lewis H. Latimer House,United States of America,New York,Flushing
Ye Olde Hurdy Gurdy Museum of Vintage Radio,Ireland,Leinster,Howth
German Museum of Technology,Germany,Friedrichshain-Kreuzberg,Kreuzberg
"Museum of Technology, Warsaw",Poland,Warsaw,Palace of Culture and Science
Thessaloniki Science Center and Technology Museum,Greece,Municipality of Thessaloniki,Thessaloniki
Technology and Maritime Museum,Sweden,Malmö Municipality,Malmö
Prickwillow Museum,United Kingdom,Prickwillow,Prickwillow
Bergwerk Käpfnach,Switzerland,Horgen,Horgen
International Museum of Horology,Switzerland,La Chaux-de-Fonds,La Chaux-de-Fonds
Flieger-Flab-Museum,Switzerland,Dübendorf,Dübendorf
China Science and Technology Museum,People's Republic of China,Beijing,Beijing
