col0,col1,col2,col3,col4
2006 Equipe Nürnberger Versicherung season,Nürnberger Versicherung 2007,2006-12-31,Nürnberger Versicherung 2005,women's sports
2009 Cervélo TestTeam,Cervélo TestTeam (women) 2010,2009-12-31,Cervélo-Lifeforce 2008,women's sports
2011 AA Drink-leontien.nl season,2012 AA Drink-leontien.nl season,2011-12-31,Leontien.nl 2010,women's sports
Dolmans-Boels 2012,Boels Dolmans 2013,2012-12-31,Dolmans Landscaping 2011,women's sports
Alé Cipollini 2014,Alé Cipollini 2015,2014-12-31,MCipollini-Giordana 2013,women's sports
HTC-Columbia Women 2010,HTC-Highroad Women 2011,2010-12-31,2009 Team Columbia-High Road Women season,women's sports
2013 Team Argos-Shimano season,2014 Team Giant-Shimano season,2013-12-31,2012 Team Skil-Argos season,women's sports
Rabo Women 2013,Rabo Liv Women 2014,2013-12-31,Rabobank Women 2012,women's sports
Boels Dolmans 2013,Boels Dolmans 2014,2013-12-31,Dolmans-Boels 2012,women's sports
Pasta Zara-Cogeas 2013,Forno d’Asolo-Astute 2014,2013-12-31,Diadora-Pasta Zara 2012,women's sports
