col0,col1,col2,col3
Pepsi-Cola,Giuseppe Lanzoni,1987-01-01,Pepsi-Cola-Alba Cucine
Vittadello,Gianfranco Del Corso,1965-01-01,Pepsi-Cola
Pepsi-Cola,Simone Fraccaro,1987-01-01,Pepsi-Cola-Alba Cucine
Vittadello,Gino Bartali,1965-01-01,Pepsi-Cola
Pepsi-Cola,Benito Bremejo,1969-01-01,Pepsi-Cola
Ferrys,Antonio Ferraz Núñez,1960-01-01,Ferrys
Pepsi-Cola,Salvador Botella,1969-01-01,Pepsi-Cola
Van Cauter-Magniflex-de Gribaldy,Jean de Gribaldy,1972-01-01,Van Cauter-Magniflex-de Gribaldy
Brooklyn,Franco Cribiori,1970-01-01,Dreher
Mercier,Antonin Magne,1935-01-01,Coop-Hoonved
TI-Raleigh,Peter Post,1972-01-01,TI-Raleigh
Novemail-Histor-Laser Computer,Philippe Crépel,1993-01-01,Novemail-Histor-Laser Computer
