col0,col1,col2,col3,col4
villa Adrienne-Simon,1931-01-01,6.5,rue Daguerre,14th arrondissement of Paris
villa Adrienne,1896-01-01,4.6,avenue du Général-Leclerc,14th arrondissement of Paris
villa Daviel,1912-01-01,6.0,rue Daviel,13th arrondissement of Paris
villa Stendhal,1913-01-01,12.0,rue Stendhal,20th arrondissement of Paris
villa de l'Ermitage,1812-01-01,2.0,cité Leroy,20th arrondissement of Paris
villa Riberolle,1903-01-01,3.6,cité Aubry,20th arrondissement of Paris
villa Sainte-Marie,1907-01-01,4.0,boulevard Mortier,20th arrondissement of Paris
villa de Lorraine,1926-01-01,3.0,rue de la Liberté,19th arrondissement of Paris
villa de Cronstadt,1893-01-01,3.0,rue Miguel-Hidalgo,19th arrondissement of Paris
villa d'Hauterive,1889-01-01,3.0,rue Miguel-Hidalgo,19th arrondissement of Paris
villa Paul-Verlaine,1926-01-01,4.0,rue Miguel-Hidalgo,19th arrondissement of Paris
villa Spontini,1884-01-01,7.8,rue Spontini,16th arrondissement of Paris
villa Souchier,1878-01-01,4.0,rue Eugène-Delacroix,16th arrondissement of Paris
villa Sommeiller,1890-01-01,4.0,boulevard Murat,16th arrondissement of Paris
villa Murat,1881-01-01,3.0,boulevard Murat,16th arrondissement of Paris
