col0,col1,col2,col3,col4
Nitti II Cabinet,1920-05-21,Kingdom of Italy,1920-06-15,Francesco Saverio Nitti
Nitti I Cabinet,1919-06-23,Kingdom of Italy,1920-05-21,Francesco Saverio Nitti
Depretis VIII Cabinet,1887-04-04,Kingdom of Italy,1887-07-29,Agostino Depretis
Depretis VI Cabinet,1884-03-30,Kingdom of Italy,1885-06-29,Agostino Depretis
Depretis VII Cabinet,1885-06-29,Kingdom of Italy,1887-04-04,Agostino Depretis
Depretis V Cabinet,1883-05-25,Kingdom of Italy,1884-03-30,Agostino Depretis
Depretis IV Cabinet,1881-05-29,Kingdom of Italy,1883-05-25,Agostino Depretis
Depretis III Cabinet,1878-12-19,Kingdom of Italy,1879-07-14,Agostino Depretis
Depretis II Cabinet,1877-12-26,Kingdom of Italy,1878-03-24,Agostino Depretis
Depretis I Cabinet,1876-03-25,Kingdom of Italy,1877-12-26,Agostino Depretis
Salandra II Cabinet,1914-11-05,Kingdom of Italy,1916-06-18,Antonio Salandra
Salandra I Cabinet,1914-03-21,Kingdom of Italy,1914-11-05,Antonio Salandra
Crispi IV Cabinet,1894-06-14,Kingdom of Italy,1896-03-10,Francesco Crispi
Crispi III Cabinet,1893-12-15,Kingdom of Italy,1894-06-14,Francesco Crispi
Crispi II Cabinet,1889-03-09,Kingdom of Italy,1891-02-06,Francesco Crispi
