col0,col1,col2,col3,col4
In-N-Out Burger,Irvine,Harry Snyder,1948-01-01,Shake
Popeyes Louisiana Kitchen,Atlanta,Al Copeland,1972-06-13,fried chicken
KFC,Louisville,Colonel Sanders,1930-01-01,fried chicken
Krispy Kreme,Winston-Salem,Vernon Rudolph,1937-07-13,doughnut
Taco Bell,Irvine,Glen Bell,1962-01-01,taco
Burger King,Miami,James McLamore,1954-01-01,hot dog
In-N-Out Burger,Irvine,Harry Snyder,1948-01-01,french frie
Burger King,Miami,James McLamore,1954-01-01,soft drink
Sonic Drive-In,Oklahoma City,Troy Smith,1953-01-01,fast food
Carl's Jr.,Carpinteria,Margaret Karcher,1941-01-01,fast food
Church's Chicken,Sandy Springs,"George W. Church, Sr.",1952-04-17,fast food
