col0,col1,col2,col3
municipal Chamber of Palmas,19,Brazil,0
municipal Chamber of Suzano,19,Brazil,0
municipal Chamber of Mossoró,21,Brazil,0
municipal Chamber of Camaçari,21,Brazil,0
municipal Chamber of Santarém,27,Brazil,0
municipal Chamber of Petrópolis,13,Brazil,0
municipal chamber of Limeira,21,Brazil,0
municipal chamber of São José dos Pinhais,21,Brazil,0
municipal chamber of Praia Grande,19,Brazil,0
municipal chamber of Taubaté,19,Brazil,0
municipal chamber of Guaruja,17,Brazil,0
municipal chamber of Cascavel,21,Brazil,0
municipal chamber of Uberaba,14,Brazil,0
