col0,col1,col2
Gsthaus in Offenhausen,architectural heritage monument in Bavaria,Offenhausen
Ehem. Gasvhaus in Schwarzenbruck,architectural heritage monument in Bavaria,Schwarzenbruck
Gasthaus inReichenschwand,architectural heritage monument in Bavaria,Reichenschwand
Ehem. Gasthaus i Reichenschwand,architectural heritage monument in Bavaria,Reichenschwand
Rittersiuz Heckenhof,architectural heritage monument in Bavaria,Aufseß
Gsthaus in Lauf an der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Ehemaliges Gashaus in Lauf an der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Eemaliges Wirtshaus in Lauf an der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Gasthaus in Laf an der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Gasthaus in Lavf an der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Gasthaus inLauf an der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Gasthavs in Lauf an der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Gasthaus in Lauf an#der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Ehemaliges Gasthaus in Lauf an der Pegqjtz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
Gasthbus in Lauf an der Pegnitz,architectural heritage monument in Bavaria,Lauf an der Pegnitz
