col0,col1,col2,col3,col4
Medellín-Inder 2017,road bicycle racing,cycling team season,Medellín,José Julián Velásquez
Los Cascos Esco-Agroplan 2017,road bicycle racing,cycling team season,Los Cascos Esco-Agroplan,Juan Martin Ferrari
Unieuro Trevigiani-Hemus 1896 2017,road bicycle racing,cycling team season,Unieuro Trevigiani-Hemus 1896,Todor Kolev Dzhabarski
Sindicato de Empleados Públicos de San Juan 2017,road bicycle racing,cycling team season,Sindicato de Empleados Publicos de San Juan,José Alberto Díaz
Euskadi Basque Country-Murias 2017,road bicycle racing,cycling team season,Euskadi Basque Country-Murias,Jorge Pérez
Coldeportes-Zenú 2017,road bicycle racing,cycling team season,Equipo de ciclismo Coldeportes Zenú,Jorge Arbeláez
EPM 2017,road bicycle racing,cycling team season,EPM,Raúl Mesa Orozco
Bicicletas Strongman 2017,road bicycle racing,cycling team season,Bicicletas Strongman–Colombia Coldeportes,Luis Alfonso Cely
Movistar Team América 2017,road bicycle racing,cycling team season,Movistar Team América,Libardo Leyton
Soul Brasil 2017,road bicycle racing,cycling team season,Funvic Brasilinvest-São José dos Campos,Benedito Azevedo
Bolivia 2017,road bicycle racing,cycling team season,Bolivia,Henry Veizaga
Manzana Postobón 2017,road bicycle racing,cycling team season,Manzana Postobón Team,Luisa Fernanda Ríos
AGO-Aqua Service 2017,road bicycle racing,cycling team season,AGO-Aqua Service,Christophe Duquesnoy
Aqua Blue Sport 2017,road bicycle racing,cycling team season,Aqua Blue Sport,Stephen Moore
UAE Team Emirates 2017,road bicycle racing,cycling team season,UAE Team Emirates,Carlo Saronni
