col0,col1,col2
North Okkalapa General Hospital,University of Medicine 2,1970-01-01
Xinhua Hospital,Shanghai Jiao Tong University School of Medicine,1958-01-01
Addenbrooke's Hospital,"School of Clinical Medicine, University of Cambridge",1766-01-01
Allan Memorial Institute,McGill University Faculty of Medicine,1940-01-01
St Bernard's Hospital,Kingston University,1567-01-01
Groote Schuur Hospital,University of Cape Town,1938-01-01
UC Irvine Medical Center,"University of California, Irvine",1965-01-01
Philippine General Hospital,University of the Philippines,1907-01-01
Inselspital,University of Bern,1354-01-01
Ullevål University Hospital,University of Oslo,1887-01-01
Guy's Hospital,King's College London,1721-01-01
University Hospital Zurich,University of Zurich,1201-01-01
McGill University Health Centre,McGill University,1997-01-01
Berufsgenossenschaftliches Universitätsklinikum Bergmannsheil,University Hospitals of the Ruhr-University of Bochum,1888-01-01
Massachusetts General Hospital,Harvard Medical School,1811-01-01
Severance Hospital,Yonsei University,1885-01-01
Berufsgenossenschaftliche Kliniken Bergmannstrost Halle,University of Halle-Wittenberg,1894-01-01
Helsinki University Central Hospital,University of Helsinki,1958-03-01
Jorvi Hospital,University of Helsinki,1976-01-01
Christchurch Hospital,"University of Otago, Christchurch",1862-01-01
