col0,col1,col2,col3
Northern European Association for Language Technology,language technology,voluntary association,voluntary association
Asociación Española de Teoría de la Literatura,literature,voluntary association,voluntary association
Asociación de Familiares de Desaparecidos Judíos,human rights,voluntary association,voluntary association
Unión de Plazas de Toros Históricas,bullring,voluntary association,voluntary association
Brazilian Society of Railway Modelling,rail transport modelling,voluntary association,voluntary association
Adrastia,peak oil,voluntary association,voluntary association
Percussive Arts Society,music,voluntary association,voluntary association
Northern Finance Association,finance,voluntary association,voluntary association
Asociación Herpetológica Argentina,herpetology,voluntary association,open-access publisher
National artist association of Hungary,art,voluntary association,voluntary association
Asociación Herpetológica Argentina,herpetology,voluntary association,voluntary association
Scottish Church Heritage Research,cultural heritage,private company limited by shares,voluntary association
Société de législation comparée,law,association under the French law of 1901,voluntary association
Otto Preminger Institute,movie theater,voluntary association,voluntary association
