col0,col1,col2
"St Joseph's Catholic Primary School, Northfleet",2014-12-01,Roman Catholic
"Our Lady of Hartley Catholic Primary School, Hartley, Longfield",2014-11-01,Roman Catholic
More Park Catholic Primary School,2014-10-01,Roman Catholic
"St Thomas' Catholic Primary School, Sevenoaks",2014-08-01,Roman Catholic
"St Joseph's Catholic Primary School, Banbury",2014-08-01,Roman Catholic
"Holy Trinity Catholic School, Chipping Norton",2014-08-01,Roman Catholic
"St Simon of England Roman Catholic Primary School, Ashford",2014-07-01,Roman Catholic
Hawkes Farm Academy,2016-09-01,Anglicanism
"Canary Wharf College, Glenworth",2014-09-01,Christian
Tenterden Church of England Junior School,2016-12-01,Church of England
East Claydon Church of England School,2016-09-01,Church of England
