col0,col1,col2,col3
Roman Catholic Diocese of Plasencia,Plasencia,Bishop of Plasencia,José Luis Retana Gozalo
Roman Catholic Diocese of Menorca,Ciutadella de Menorca,bishop of Menorca,Francisco Simón Conesa Ferrer
Roman Catholic Diocese of Nanterre,Nanterre,Bishop of Nanterre,Matthieu Rougé
Roman Catholic Diocese of Palencia,Palencia,Bishop of Palencia,Manuel Herrero Fernández
Roman Catholic Diocese of Padua,Padua,bishop of Padua,Claudio Cipolla
Roman Catholic Diocese of Murska Sobota,Murska Sobota,bishop of Murska Sobota,Peter Štumpf
Roman Catholic Diocese of Santander,Santander,Bishop of Santander,Manuel Sánchez Monge
Roman Catholic Diocese of Poreč-Pula,Poreč,Bishop of Poreč-Pula,Dražen Kutleša
Roman Catholic Diocese of Segorbe-Castellón,Castelló de la Plana,Bishop of Segorbe-Castellón,Casimiro López Llorente
Roman Catholic Diocese of San Cristóbal de La Laguna,San Cristóbal de La Laguna,bishop of San Cristóbal de La Laguna,Bernardo Álvarez Afonso
