col0,col1,col2,col3
Minneapolis–Saint Paul International Airport,Metropolitan Airports Commission,38037381,1940-01-04
McCarran International Airport,Clark County,49716584,1947-01-01
Bill and Hillary Clinton National Airport,Little Rock,1897000,1940-01-04
Wilmington International Airport,New Hanover County,934058,1937-01-07
Alicante Airport,ENAIRE,13713063,1967-01-01
Tenerife North Airport,ENAIRE,5493994,1929-01-01
Gothenburg City Airport,Swedavia,12,1940-01-01
Härjedalen Sveg Airport,Härjedalen Municipality,651,1971-01-01
Trondheim Airport,Avinor,303386,1914-01-01
George Bush Intercontinental Airport,Houston,43807539,1963-01-01
Soekarno–Hatta International Airport,Indonesia,65893904,1985-01-01
Ängelholm-Helsingborg Airport,Peab,410480,1945-01-01
Ted Stevens Anchorage International Airport,Alaska Department of Transportation & Public Facilities,5511607,1951-01-11
Québec City Jean Lesage International Airport,Transport Canada,1774871,1939-01-01
