col0,col1,col2,col3
Grup del Llibre,Spain,1973-01-01,consumer cooperative
Extra,Norway,2006-01-01,consumer cooperative
Willy Street Cooperative,United States of America,1974-01-01,consumer cooperative
Washington Bookshop,United States of America,1938-01-01,consumer cooperative
St. Cuthbert's Co-operative Society,United Kingdom,1859-01-01,consumer cooperative
Scotmid,United Kingdom,1981-01-01,consumer cooperative
New Deal Cafe,United States of America,1994-11-05,consumer cooperative
Osuuskauppa Arina,Finland,1917-02-25,consumer cooperative
"Recreational Equipment, Inc.",United States of America,1938-01-01,consumer cooperative
Co-op Food,United Kingdom,1844-01-01,consumer cooperative
Centrosoyuz,Russia,1896-01-01,consumer cooperative
"Konsum-, Bau- und Sparverein „Produktion“",German Reich,1899-01-01,consumer cooperative
Rochdale Society of Equitable Pioneers,United Kingdom,1844-01-01,consumer cooperative
