col0,col1,col2
Bonomi III Cabinet,Parri Cabinet,1944-12-12
Boselli Cabinet,Orlando Cabinet,1916-06-18
Nitti I Cabinet,Nitti II Cabinet,1919-06-23
Lanza Cabinet,Minghetti II Cabinet,1869-12-14
Farini Cabinet,Minghetti I Cabinet,1862-12-08
Menabrea II Cabinet,Menabrea III Cabinet,1868-01-05
Sonnino II Cabinet,Luzzatti Cabinet,1909-12-11
Nitti II Cabinet,Giolitti V Cabinet,1920-05-21
di Rudinì I Cabinet,Giolitti I Cabinet,1891-02-06
Facta I Cabinet,Facta II Cabinet,1922-02-26
Depretis VII Cabinet,Depretis VIII Cabinet,1885-06-29
