col0,col1,col2,col3,col4
2016 Nokere Koerse,199.5,Verandas Willems 2016,43.583,Belgium
2016 Brabantse Pijl,205.3,Fortuneo-Vital Concept 2016,42.647,Belgium
2016 Dwars door Vlaanderen,199.7,Fortuneo-Vital Concept 2016,41.539,Belgium
2016 Scheldeprijs,207.8,FDJ 2016,42.396,Belgium
2016 Grand Prix de Denain,199.6,FDJ 2016,44.457,France
2016 Omloop Het Nieuwsblad,200.8,FDJ 2016,40.952,Belgium
2016 Kuurne–Brussels–Kuurne,200.7,FDJ 2016,40.982,Belgium
2015 Dwars door Vlaanderen,200.0,AG2R La Mondiale 2015,43.481,Belgium
2015 Omloop Het Nieuwsblad,200.2,AG2R La Mondiale 2015,40.176,Belgium
2019 Bredene Koksijde Classic,199.5,Burgos-BH 2019,43.404,Belgium
