col0,col1,col2
Higashi-ku,93949,160.42
Kita-ku,311491,450.75
Naka-ku,148050,51.29
Nakamura-ku,135198,16.31
Nishikan-ku,55224,176.51
Kōnan-ku,68167,107.92
Kita-ku,73953,107.92
Akiha-ku,75731,95.38
Nishi-ku,161685,93.81
Higashi-ku,135605,38.77
Minami-ku,44097,100.83
Chūō-ku,142232,28.39
Shiroishi-ku,213310,34.47
Ukyō-ku,203670,291.95
Higashi-ku,82544,7.7
Taishō-ku,62939,9.43
Kita-ku,146016,16.86
Totsuka-ku,280700,35.79
Yodogawa-ku,181983,12.64
Tennōji-ku,80800,4.8
Miyakojima-ku,107430,6.05
Tsurumi-ku,111480,8.16
Ikuno-ku,129508,8.38
Higashiyodogawa-ku,176790,13.25
Jōtō-ku,167815,8.42
Abeno-ku,110457,5.99
Higashinada-ku,214255,30.36
Nishi-ku,102733,5.2
Ōmiya-ku,116915,12.8
Chūō-ku,187493,25.33
Shimizu-ku,231396,265.09
Nishi-ku,191170,35.61
Higashi-ku,119642,39.42
Saeki-ku,138346,225.43
Aki-ku,78320,94.08
