col0,col1,col2
"Sony Music Entertainment, Inc.","Sony Music Entertainment Polska, Sp. z o.o.",United States of America
"Warner Music International, Inc.","Warner Music Spain, S.L.",United States of America
"Columbia Broadcasting System, Inc.",American Record Corporation,United States of America
Federated Department Stores,Bloomingdale's,United States of America
Fox Corporation,Fox Broadcasting Company,United States of America
TCB Beteiligungsgesellschaft,Gilde Brauerei,Germany
Schwarz Gruppe,Lidl,Germany
Oboronprom,Aircraft Industries,Russia
Tencent,WeChat,People's Republic of China
Fastjet,Fastjet Tanzania,United Kingdom
