col0,col1,col2,col3
Daegu Dalseong Office of Education,Daegu Metropolitan Office of Education,Nam District,South Korea
Seoul Seongbuk Gangbuk District Office of Education,Seoul Metropolitan Office of Education,Gangbuk District,South Korea
Hwasun Office of Education,Jeonnam Provincial Office of Education,Hwasun County,South Korea
Hongseong Office of Education,Chungnam Provincial Office of Education,Hongseong County,South Korea
Haenam Office of Education,Jeonnam Provincial Office of Education,Haenam County,South Korea
Hampyeong Office of Education,Jeonnam Provincial Office of Education,Hampyeong County,South Korea
Taean Office of Education,Chungnam Provincial Office of Education,Taean County,South Korea
Cheongyang Office of Education,Chungnam Provincial Office of Education,Cheongyang County,South Korea
Jincheon Office of Education,Chungbuk Provincial Office of Education,Jincheon County,South Korea
Jinan Office of Education,Jeonbuk Provincial Office of Education,Jinan County,South Korea
