col0,col1,col2,col3,col4
Evangelisches Diakoniewerk Gallneukirchen,Gallneukirchen,Austria,1874-01-01,aid agency
Evangelischer Diakonieverein Berlin-Zehlendorf,Berlin,Germany,1894-01-01,aid agency
Diakonie Austria,Vienna,Austria,1968-01-01,aid agency
Diakonie Mark-Ruhr,Hagen,Germany,2011-01-01,aid agency
Brot für die Welt,Berlin,Germany,1959-01-01,aid agency
Welthungerhilfe,Bonn,Germany,1962-01-01,aid agency
Opportunity International,Chicago,United States of America,1971-01-01,aid agency
German Life Saving Association,Bad Nenndorf,Germany,1913-10-19,aid agency
United Nations Relief and Rehabilitation Administration,"Washington, D.C.",Germany,1943-11-09,aid agency
Kindernothilfe,Duisburg,Germany,1959-01-01,aid agency
Arbeiter-Samariter-Bund Österreichs,Vienna,Austria,1927-01-01,aid agency
Bethel Institution,Gadderbaum (district),Germany,1867-01-01,aid agency
Action Against Hunger,Paris,France,1979-01-01,aid agency
