col0,col1,col2,col3,col4
Kalev,Estonia,food industry,Lehmja,1806-01-01
Thorntons,United Kingdom,food industry,Alfreton,1911-01-01
Chocolat Poulain,France,agribusiness,Villebarou,1848-01-01
"Mars, Incorporated",United States of America,food processing,McLean,1912-01-01
See's Candies,United States of America,retail,South San Francisco,1921-01-01
Valrhona,France,agribusiness,Tain-l'Hermitage,1922-01-01
Corné Port-Royal Chocolatier,Belgium,chocolate,Wavre,1988-02-08
Just Born,United States of America,food industry,Bethlehem,1923-01-01
Lindt & Sprüngli,Switzerland,food industry,Kilchberg,1898-01-01
Anthon Berg,Denmark,food industry,Ballerup,1884-01-01
Pernigotti,Italy,food industry,Novi Ligure,1860-01-01
Leonidas,Belgium,agribusiness,Anderlecht,1970-12-28
Ernest Hillier Chocolates,Australia,confections,Melbourne,1914-01-01
Compañía Nacional De Chocolates de Perú S.A.,Peru,food processing,Lima,2007-02-01
Halloren Chocolate Factory,Germany,food industry,Halle (Saale),1804-01-01
Karl Marx Confectionery Factory,Ukraine,food industry,Kyiv,1874-01-01
Ferrero SpA,Italy,food industry,Frankfurt am Main,1946-01-01
Café Gerbeaud,Hungary,Konditorei,Budapest,1858-01-01
Roshen,Ukraine,food industry,Budapest,1996-01-01
