col0,col1,col2
Dominican sisters of Houston,1874-01-01,Mary Agnes Magevney
Dominican sisters of Caldwell,1872-01-01,Catharine Muth
Dominican sisters of Betania (Colombia),1957-01-01,Jesús Antonio Castro Becerra
Dominican Sisters of Catherine of Sena (Bogotá),1880-02-18,Saturnino Gutiérrez
Ursuline Franciscan Congregation,1887-04-10,Urban Stein
Congregación Siervas del Santísimo y de la Caridad,1903-06-25,María de Jesús Upegui
Sisters of the Guardian Angel,1839-12-03,Louis-Antoine-Rose Ormières Lacase
"Sisters of the Sorrowful Mother, Servants of Mary",1854-12-08,Alexis Canoz
Dominican sisters of St. Catherine of Siena of Portugal,1866-01-01,Teresa de Saldanha
Dominican sisters of New Zealand,1871-01-01,Patrick Moran
Sisters of St. Dominic of Granada,1883-01-01,Teresa Titos Garzón
Dominican sisters of St. Rose of Lima,1903-02-21,Georgina Febres-Cordero
Institución Javeriana,1941-01-12,Manuel Marín Triana
Oblates of Jesus the Priest,1924-02-09,Félix de Jesús Rougier
Sisters of the Cross of Sacred Heart of Jesus,1897-01-01,Concep
Sisters of Our Lady of Mount Carmel,1854-10-15,Maria Teresa Scrilli
Sisters of Saint Marcellina,1838-09-22,Luigi Biraghi
Sisters of Charity of the Immaculate Conception,1854-10-21,Thomas-Louis Connolly
Sisters of Charity of Australia,1842-01-01,John Bede Polding
Congrégation des soeurs de charité de Saint-Charles de Nancy,1680-01-01,Charles Démia
