col0,col1,col2
Zöllnertorstraße 2(Schwabach),architectural heritage monument in Bavaria,Schwabach
Martin-Luther-Platz 15 (Schwcbach),architectural heritage monument in Bavaria,Schwabach
Kappadozia 1(Schwabach),architectural heritage monument in Bavaria,Schwabach
Kino-Lichtspelhaus,architectural heritage monument in Bavaria,Schwabach
Burggasse 5 (Schweinfurt),architectural heritage monument in Bavaria,Schweinfurt
Gasthaus Schwarze Adler,architectural heritage monument in Bavaria,Erlangen
Marktplatz 3 (Ba Staffelstein),architectural heritage monument in Bavaria,Bad Staffelstein
Lamm-Ljfhtspiele,architectural heritage monument in Bavaria,Erlangen
Fürthgr Straße 45 (Erlangen),architectural heritage monument in Bavaria,Erlangen
Fürther Strae 19,architectural heritage monument in Bavaria,Erlangen
Fürther Straße 3 (Etlangen),architectural heritage monument in Bavaria,Erlangen
