col0,col1,col2
Teterboro,Eastern Time Zone,67
Newfield,Eastern Time Zone,1553
Bound Brook,Eastern Time Zone,10155
Bernardsville,Eastern Time Zone,7707
Oakland,Eastern Time Zone,12754
Manville,Eastern Time Zone,10344
Jamesburg,Eastern Time Zone,5915
South Plainfield,Eastern Time Zone,23385
Roselle Park,Eastern Time Zone,13297
East Rutherford,Eastern Time Zone,8798
Freehold Borough,Eastern Time Zone,12052
Point Pleasant Beach,Eastern Time Zone,4665
Pine Beach,Eastern Time Zone,2127
Beach Haven,Eastern Time Zone,1170
Fair Lawn,Eastern Time Zone,32457
Rutherford,Eastern Time Zone,17620
North Haledon,Eastern Time Zone,8417
Elmwood Park,Eastern Time Zone,19403
Highland Park,Eastern Time Zone,13982
Fieldsboro,Eastern Time Zone,540
