col0,col1,col2
Apostolic Prefecture of Ulaanbaatar,3046396,Roman Rite
Apostolic Prefecture of Tunxi,1000000,Roman Rite
Apostolic Prefecture of Tongzhou,1370000,Roman Rite
Apostolic Prefecture of Shiqian,3000000,Roman Rite
Apostolic Prefecture of Shashi,2000000,Roman Rite
Apostolic Prefecture of Shaowu,300000,Roman Rite
Apostolic prefecture of Robe,2737512,Roman Rite
Apostolic Prefecture of Misurata,4400000,Roman Rite
Roman Catholic Apostolic Prefecture of the Marshall Islands,56800,Roman Rite
Apostolic Prefecture of Lixian,2000000,Roman Rite
Apostolic Prefecture of Lingling,3400000,Roman Rite
Apostolic Prefecture of Kompong Cham,4200000,Roman Rite
