col0,col1,col2
Roman Catholic Archdiocese of Tours,607000,6150
Roman Catholic Archdiocese of Colombo,6134642,3434
Roman Catholic Archdiocese of Ranchi,3618032,5299
Roman Catholic Archdiocese of Częstochowa,827990,6925
Roman Catholic Archdiocese of San Salvador,3137000,3295
Roman Catholic Archdiocese of Diamantina,537762,45131
Archdiocese of Nairobi,4020100,3271
Roman Catholic Archdiocese of Avignon,503000,3578
Roman Catholic Archdiocese of Tucumán,1135183,10996
Roman Catholic Archdiocese of Ispahan,70472846,1628771
Roman Catholic Archdiocese of Cape Coast,2003000,9788
Roman Catholic Archdiocese of Mbandaka-Bikoro,1232000,95000
Roman Catholic Archdiocese of Cuttack-Bhubaneswar,11580000,32440
Roman Catholic Archdiocese of Madras and Mylapore,6984614,3160
Roman Catholic Archdiocese of Imphal,2491000,22356
