col0,col1,col2,col3,col4
Heinkel,1965-01-01,1922-01-01,aerospace manufacturer,joint-stock company
Automobiles L. Rosengart,1955-01-01,1928-01-01,automotive industry,joint-stock company
Stoewer,1945-01-01,1858-01-01,automotive industry,joint-stock company
DKW,1966-01-01,1916-01-01,automotive industry,joint-stock company
NSU,1969-08-21,1873-01-01,automotive industry,joint-stock company
Cotton,1980-01-01,1918-01-01,automotive industry,Kompanie
Williamson Flat Twin,1920-01-01,1912-01-01,automobile manufacturer,public limited company
Georges Richard,1902-01-01,1897-01-01,automotive industry,joint-stock company
Lohia Machinery Limited,2017-01-01,1972-01-01,automotive industry,joint-stock company
Monotrace,1930-01-01,1924-01-01,automotive industry,société anonyme
Laverda,2006-01-01,1949-01-01,automotive industry,S.p.A.
Wolsit,1927-01-01,1907-01-01,automotive industry,S.p.A.
Morbidelli,1982-01-01,1967-01-01,automotive industry,S.p.A.
Garelli Motorcycles,2012-01-01,1919-01-01,automotive industry,S.p.A.
Güldner,1991-01-01,1904-01-01,mechanical engineering,GmbH
Moretti Motor Company,1989-01-01,1926-01-01,automotive industry,Kommanditgesellschaft
Victoria,1966-01-01,1901-01-01,automotive industry,joint-stock company
Wall vehicles,1915-01-01,1903-01-01,automobile manufacturer,public limited company
Hawker Aircraft,1963-01-01,1920-01-01,aviation,public limited company
Simplex,1965-01-01,1887-01-01,automobile manufacturer,Naamloze vennootschap
