col0,col1,col2,col3,col4
Cuban Meteorological Institute,Havana,open-access publisher,Cuba,1965-01-01
Tuvalu Meteorological Service,Funafuti,meteorological service,Tuvalu,1951-01-01
Cuban Meteorological Institute,Havana,meteorological service,Cuba,1965-01-01
Meteorological Service of Catalonia,Barcelona,meteorological service,Spain,1921-01-01
Malaysian Meteorological Department,Petaling Jaya,meteorological service,Malaysia,1946-01-01
Pakistan Meteorological Department,Islamabad,meteorological service,Pakistan,1947-01-01
Met Éireann,Glasnevin,meteorological service,Ireland,1936-01-01
Euskalmet,Miñano Mayor,meteorological service,Spain,1990-06-19
Agencia Estatal de Meteorología,Madrid,meteorological service,Spain,1887-08-12
Meteorological Service of New Zealand,Wellington,meteorological service,New Zealand,1992-01-01
