col0,col1,col2,col3,col4,col5
Low-Dose Acetylsalicylic Acid in Treating Patients With Stage I-III Non-Small Cell Lung Cancer,18,adenocarcinoma,Prevention of Death From Adenocarcinoma of the Lung by Low Dose Aspirin,Vanderbilt University,2018-06-30
Covered Metal Stent for Benign Biliary Stricture Caused by Chronic Pancreatitis,18,cholestasis,"Covered Self-expandable Metal Stent, 6 Versus 12 Months, for Benign Biliary Stricture Caused by Chronic Pancreatitis: a Prospective Randomized Study",University of Helsinki,2020-12-01
GR270773 In The Treatment Of Suspected Or Confirmed Gram-Negative Severe Sepsis In Adults,18,toxemia,"A Prospective, Randomized, Double-blind, Placebo Controlled, Dose Ranging, Multi-Center Study of the Safety and Efficacy of Three Days Continuous Intravenous Infusion of GR270773 in the Treatment of Suspected or Confirmed Gram-negative Severe Sepsis in Adults",Puerto Rico,2007-04-01
A Study Evaluating Efficacy and Safety of YM150 Compared to Enoxaparin in Subjects Undergoing Hip Replacement Surgery,18,venous thromboembolism,"A Randomized, Double-Blind, Double-Dummy, Parallel Group Study to Compare YM150 Bid and qd Doses and Enoxaparin for Prevention of Venous Thromboembolism in Subjects Undergoing Elective Hip Replacement Surgery",Puerto Rico,2010-06-01
A Double Blind Study for the Treatment of Acute Ulcerative Colitis,18,colitis,"A Double-blind, Randomized, 6-week, Parallel-group Design Clinical Trial to Assess the Safety and Efficacy of Asacol 4.8 g/Day Versus Asacol 2.4 g/Day for the Treatment of Moderately Active Ulcerative Colitis.",Puerto Rico,2007-05-01
A Study to Evaluate the Long-Term Safety and Efficacy of Upadacitinib (ABT-494) in Subjects With Ulcerative Colitis (UC),16,colitis,"A Phase 3 Multicenter, Long-Term Extension Study to Evaluate the Safety and Efficacy of Upadacitinib (ABT-494) in Subjects With Ulcerative Colitis",Puerto Rico,2022-01-07
A Study to Evaluate the Safety and Efficacy of Upadacitinib (ABT-494) for Induction and Maintenance Therapy in Subjects With Moderately to Severely Active Ulcerative Colitis (UC),18,colitis,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of Upadacitinib (ABT-494) for Induction and Maintenance Therapy in Subjects With Moderately to Severely Active Ulcerative Colitis",Puerto Rico,2021-04-27
A Study of the Efficacy and Safety of Upadacitinib (ABT-494) in Participants With Moderately to Severely Active Ulcerative Colitis,18,colitis,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Induction Study to Evaluate the Efficacy and Safety of Upadacitinib (ABT-494) in Subjects With Moderately to Severely Active Ulcerative Colitis",Puerto Rico,2022-02-23
Benign Prostatic Hyperplasia Trial With Dutasteride And Tamsulosin Combination Treatment,50,hyperplasia,"A Randomized, Double-blind, Parallel Group Study to Investigate the Efficacy and Safety of Treatment With Dutasteride (0.5mg) and Tamsulosin (0.4mg), Administered Once Daily for 4 Years, Alone and Combination, on the Improvement of Symptoms and Clinical Outcome in Men With Moderate to Severe Symptomatic Benign Prostatic Hyperplasia",Puerto Rico,2009-04-01
Evaluation of Weekly Idrabiotaparinux Sodium Versus Oral Adjusted-dose Warfarin to Prevent Stroke and Systemic Thromboembolic Events in Patients With Atrial Fibrillation,18,atrial fibrillation,"A Multicenter, Randomized, Double-blind, Assessor-blind, Non-inferiority Study Comparing the Efficacy and Safety of Once-weekly Subcutaneous Biotinylated Idraparinux (SSR126517E) With Oral Adjusted-dose Warfarin in the Prevention of Stroke and Systemic Thromboembolic Events in Patients With Atrial Fibrillation",Puerto Rico,2010-10-01
An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia,18,fibromyalgia,An Open-label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia,Puerto Rico,2017-04-01
