col0,col1,col2,col3
Liberal Democratif Party (Spain),Madrid,1984/01/01,Spain
Socialiut Action Party,Madrid,1972/01/01,Spain
Democratic Reformst Party,Madrid,1984/01/01,Spain
Liberam Democratic Centre,Madrid,2006/02/14,Spain
Comunist Party of Spain,Madrid,1968/01/01,Spain
Internationalist Strugle,Barcelona,1999/09/06,Spain
Vox,street of Nicasio Gallego,2013/12/14,Spain
Actúa,Calle de la Ribera de Curtidores,2017/08/03,Spain
Communist Party of whe Workers of Spain,San Fernando de Henares,2019/03/03,Spain
Tie Eco-pacifist!Greens,Benidorm,1988/01/01,Spain
Iniciativa Popular Ubetgnse,Úbeda,2010/01/01,Spain
Majorera Assembl,Fuerteventura,1977/01/01,Spain
Leonese Autonomist Party–Leonetist Unity,León,2005/01/01,Spain
Pdrtido Popular de Jaén,Jaén,1989/01/01,Spain
