col0,col1,col2,col3,col4
ONE 2016,Matthew Winston,ONE,Karol Domagalski,ONE Pro Cycling
Verandas Willems-Crelan 2018,Niels Albert,Verandas Willems-Crelan,Mathias De Witte,Vérandas Willems-Crelan
WB-Aqua Protect-Veranclassic 2018,Christophe Brandt,WB Veranclassic Aqua Protect,Christophe Masson,WB-Aqua Protect-Veranclassic
Verandas Willems-Crelan 2018,Niels Albert,Verandas Willems-Crelan,Arjen Livyns,Vérandas Willems-Crelan
WB-Aqua Protect-Veranclassic 2018,Christophe Brandt,WB Veranclassic Aqua Protect,Jimmy Duquennoy,WB-Aqua Protect-Veranclassic
Verandas Willems-Crelan 2018,Niels Albert,Verandas Willems-Crelan,Dries De Bondt,Vérandas Willems-Crelan
WB-Aqua Protect-Veranclassic 2018,Christophe Brandt,WB Veranclassic Aqua Protect,Thomas Deruette,WB-Aqua Protect-Veranclassic
Verandas Willems-Crelan 2018,Niels Albert,Verandas Willems-Crelan,Senne Leysen,Vérandas Willems-Crelan
WB-Aqua Protect-Veranclassic 2018,Christophe Brandt,WB Veranclassic Aqua Protect,Kenny Dehaes,WB-Aqua Protect-Veranclassic
Novo Nordisk 2016,Massimo Podenzana,Novo Nordisk,Javier Mejías,Novo Nordisk
ONE 2016,James McCallum,ONE,Kristian House,ONE
Novo Nordisk 2016,Massimo Podenzana,Novo Nordisk,Martijn Verschoor,Novo Nordisk
ONE 2016,James McCallum,ONE,Sebastian Lander,ONE
