col0,col1,col2,col3
HMS Danae,Royal Navy,14.03,Walker
HMS Newcastle,Royal Navy,18.9,Walker
HMAS Sydney,Royal Australian Navy,14.9,Govan
HMS Phoebe,Royal Navy,15.4,Govan
HMS Calcutta,Royal Navy,13.33,Barrow-in-Furness
USS Savannah,United States Navy,21.16,Camden
ARA General Belgrano,United States Navy,18.9,Camden
German cruiser Emden,German Navy,14.2,Wilhelmshaven
SMS Pillau,Imperial German Navy,13.6,Gdańsk
SMS Emden,Imperial German Navy,13.5,Gdańsk
SMS Thetis,German Navy,12.2,Gdańsk
SMS Nürnberg,Imperial German Navy,13.3,Kiel
SMS Dresden,Imperial German Navy,14.2,Kiel
SMS Amazone,German Navy,12.2,Kiel
SMS Nymphe,German Navy,12.2,Kiel
SMS Undine,German Navy,12.4,Kiel
SMS Gazelle,German Navy,12.2,Kiel
German cruiser Nürnberg,German Navy,16.3,Kiel
SMS Königsberg,Imperial German Navy,13.2,Hamburg
SMS Dresden,Imperial German Navy,13.5,Hamburg
