col0,col1,col2,col3,col4
1972 Japan national football team,1972-01-01,association football,Japan national football team,men's association football
1971 Japan national football team,1971-01-01,association football,Japan national football team,men's association football
1970 Japan national football team,1970-01-01,association football,Japan national football team,men's association football
1969 Japan national football team,1969-01-01,association football,Japan national football team,men's association football
1968 Japan national football team,1968-01-01,association football,Japan national football team,men's association football
1967 Japan national football team,1967-01-01,association football,Japan national football team,men's association football
1966 Japan national football team,1966-01-01,association football,Japan national football team,men's association football
1965 Japan national football team,1965-01-01,association football,Japan national football team,men's association football
1964 Japan national football team,1964-01-01,association football,Japan national football team,men's association football
1963 Japan national football team,1963-01-01,association football,Japan national football team,men's association football
1962 Japan national football team,1962-01-01,association football,Japan national football team,men's association football
