col0,col1,col2
Sri Jayachamarajendra College of Engineering,Mysore,1963-01-01
"Government College of Technology, Coimbatore",Coimbatore,1945-01-01
Maharashtra Institute of Technology,Pune,1983-01-01
Vidya Jyothi Institute of Technology,Hyderabad,1999-01-01
Department of Management Studies IIT Delhi,New Delhi,1997-01-01
Escuela Universitaria de Ingeniería Técnica Forestal (Universidad Politécnica de Madrid),Ciudad Universitaria,1964-01-01
Gandhi Institute for Technology,Bhubaneswar,2007-01-01
Rajalakshmi Institutions,Chennai,1997-01-01
Polytechnic University of Puerto Rico,Hato Rey Central,1966-09-01
École des arts industriels et des mines,Rue du Lombard (Lille),1854-01-01
École Centrale de Lille,Cité scientifique,1854-10-01
PDM College of Engineering,Rohtak,1976-01-01
École Centrale de Lyon,Écully,1857-01-01
Supélec,Gif-sur-Yvette,1894-01-01
