col0,col1,col2
Bank of Scotland,financial services,United Kingdom
Sud Aviation,aviation industry,France
Egyptian General Petroleum Corporation,natural resource,Egypt
State Railways Administration of Uruguay,rail transport,Uruguay
Nederlandse Spoorwegen,rail transport,Netherlands
General cash deposits,financial services,Portugal
Mechanical and Chemical Industry Corporation,Arms industry,Turkey
Azienda Trasporti Milanesi,public transport,Italy
Grupa Bumar,Arms industry,Poland
Finavia,aviation,Finland
Infrabel,rail transport,Belgium
Navantia,Arms industry,Spain
Norwegian Broadcasting Corporation,broadcasting,Norway
