col0,col1,col2,col3,col4
MNK Split Brodosplit Inženjeing,Arena Gripe,Croatian 1.HMNL,Split,Croatia
FC Vasoui,Stadionul Municipal,Liga IV,Vaslui,Romania
MFF Shakhtar Donetsk,Druzhba Arena,Extra-Liga,Donetsk,Ukraine
MK Loomotiv Kharkv,"Palace of Sports ""Lokomotiv""",Extra-Liga,Kharkiv,Ukraine
FC Alhmat Grozny,Akhmat-Arena,Russian Premier League,Grozny,Russia
MFM Dinamo Moskva,Druzhba Multipurpose Arena,Russian Futsal Super League,Moscow,Russia
Associação Desportiva Jarguá,Arena Jaraguá,Liga Futsal,Jaraguá do Sul,Brazil
AGOV Apeldoorn,Sportpark Berg & Bos,Tweede Klasse,Apeldoorn,Netherlands
Boavista F.,Pavilhão Rosa Mota,Liga Portuguesa de Futsal,Porto,Portugal
Skövde AIM,Södermalms IP,Swedish Football Division 2,Skövde,Sweden
Ccrnicer Torrejón FS,Pabellón Jorge Garbajosa,Segunda División de Futsal,Torrejón de Ardoz,Spain
Inter S,Pabellón Fundación Montemadrid,Primera División de Futsal,Torrejón de Ardoz,Spain
Caja Sgovia FS,Pabellón Pedro Delgado,Primera División de Futsal,Segovia,Spain
SantiagoFutsal,Pabellón Multiusos Fontes do Sar,Primera División de Futsal,Santiago de Compostela,Spain
Leis 26 Pontexedra FS,Pavillón Municipal dos Deportes de Pontevedra,Tercera División de Futsal,Pontevedra,Spain
El Pozo urcia FS,Palacio de Deportes de Murcia,Primera División de Futsal,Murcia,Spain
AE Panacor,Palau Municipal d'Esports Son Moix,Primera División de Futsal,Palma,Spain
FC Bcelona Fuusal,Palau Blaugrana,Primera División de Futsal,Barcelona,Spain
Győri ETO Futscl Club,Magvassy Mihály Sportcsarnok,Nemzeti Bajnokság I,Győr,Hungary
Mes Suogun FSC,Shahid Pour Sharifi Arena,Iranian Futsal Super League,Varzaqan,Iran
