col0,col1,col2
Accademia Roveretana degli Agiati,Rovereto,Bianca Laura Saibante
Accademia Nazionale delle Scienze detta dei XL,Villa Torlonia,Antonio Maria Lorgna
African Academy of Sciences,Nairobi,Thomas Risley Odhiambo
Macedonian Academy of Sciences and Arts,Skopje,Assembly of North Macedonia
Sciences Academy of Lisbon,Lisbon,Maria I of Portugal
Académie de Physique de Caen,Caen,Pierre Daniel Huet
"Royal Swedish Academy of Letters, History and Antiquities",Eken 9,Louisa Ulrika of Prussia
Real Academia Nacional de Medicina,Spanish Royal Academy of Medicine building,Isabella II of Spain
Royal Academy of Pharmacy,Royal Academy of Pharmacy building,Philip V of Spain
Royal Danish Academy of Sciences and Letters,Copenhagen,Christian VI of Denmark
Physikalischer Verein,Frankfurt am Main,Joseph Aschbach
Hungarian Academy of Sciences,Budapest,István Széchenyi
French Academy of Sciences,Paris,Jean-Baptiste Colbert
Spanish Royal Academy of Sciences,"Real Academia de Ciencias Exactas, Físicas y Naturales building",Isabella II of Spain
Royal Academy of Moral and Political Sciences,Casa y Torre de los Lujanes,Isabella II of Spain
Lincean Academy,Rome,Clement VIII
German Academy of Sciences Leopoldina,Halle (Saale),Johann Lorenz Bausch
Swedish Academy,Stockholm Stock Exchange Building,Gustav III of Sweden
Royal Society of Edinburgh,"Royal Society Of Edinburgh, 22-24 George Street, Edinburgh",Colin Maclaurin
Russian Academy of Sciences,Moscow,Peter the Great
