col0,col1,col2
Bronze Records,Bronze,gospel music
No Remorse Records,No Remorse Records,heavy metal
Telstar,Telstar,country music
Tabu,Tabu,rhythm and blues
Guerilla Records,Guerilla Records,rock music
Azzurra Music,Azzurra,gospel music
Loplop,Loplop,jazz
GM Recordings,GM,jazz
Rex Records,Rex Records,polka
Word,Word,gospel music
Stunt Records,Stunt Records,jazz
Sun Records,Sun Records,jazz
Swan,Swan,jazz
Gramofon,Gramophone,jazz
Eclipse Records,Eclipse Records,heavy metal
Liberty Music Shop,Liberty,jazz
Harvest,Harvest,progressive rock
Charisma,Charisma,comedy
Vertigo,Vertigo,heavy metal
