col0,col1,col2,col3,col4
Syro-Malabar Catholic Eparchy of Chanda,3659415,Ephrem Nariculam,Chandrapur,Malayalam
St. Thomas Syro-Malabar Catholic Eparchy of Chicago,308241000,Jacob Angadiath,Chicago,Malayalam
Ethiopian Catholic Eparchy of Emdeber,3171000,Musie Ghebreghiorghis,Endibir,Ge'ez language
Chaldean Catholic Eparchy of Mar Addai in Toronto,34278406,Bawai Soro,Toronto,Syriac
Maronite Catholic Eparchy of Notre-Dame du Liban de Paris,65447374,Nasser Gemayel,Paris,Syriac
Chaldean Catholic Eparchy of Aleppo,20102361,Antoine Audo,Aleppo,Arabic
Syrian Catholic Eparchy of Our Lady of Deliverance of Newark,342260000,Yousif Habash,Newark,Arabic
Chaldean Catholic Eparchy of Beirut,3971000,Michel Kassarji,Beirut,Arabic
Syrian Catholic Eparchy of Beirut,3971000,Ignatius Joseph III Yonan,Beirut,Arabic
"Melkite Catholic Eparchy of St Michael, Archangel",29108533,Robert Rabbat,Sydney,Arabic
Chaldean Catholic Eparchy of Saint Thomas the Apostle,36102071,Emil Shimoun Nona,Sydney,Arabic
Melkite Catholic Eparchy of the Saint-Savior in Montreal,34019000,Ibrahim Ibrahim,Montreal,Arabic
Armenian Catholic Eparchy of Alexandria,121394876,Kricor-Okosdinos (Rizkallah) Coussа,Cairo,Arabic
Syrian Catholic Eparchy of Cairo,83082869,Clément-Joseph Hannouche,Cairo,Arabic
Byzantine Catholic Eparchy of Ruski Krstur,8123267,Đura Džudžar,Ruski Krstur,Ruthenian
Eparchy of Piana degli Albanesi,30000,Giorgio Demetrio Gallaro,Piana degli Albanesi,Greek
Eparchy of Lungro,33000,Donato Oliverio,Lungro,Greek
Ukrainian Catholic Eparchy of New Westminster,4501373,Kenneth Nowakowski,New Westminster,Ukrainian
Byzantine Catholic Eparchy of Mukacheve,1281000,Milan Šašik,Uzhhorod,Ukrainian
Ukrainian Greek Catholic Eparchy of Buchach,405000,Dmytro Hryhorak,Chortkiv,Ukrainian
