col0,col1,col2,col3
Doha Team,Doha,2007-01-01,Qatar
Team Neotel,Neotel,2007-01-01,South Africa
Ed’ System ZVVZ,Ed System-ZVVZ,1998-01-01,Czech Republic
Noris Cycling,Noris cycling,1999-01-01,Germany
Tianyoude Hotel Cycling Team,Qinghai Tianyoude,2009-01-01,People's Republic of China
Plowman Craven-Evans Cycles,Plowman Craven-Madison,2006-01-01,United Kingdom
Pedaltech-Cyclingnews-Jako,DFL-Cyclingnews-Litespeed,2001-01-01,United Kingdom
Amaya Seguros,Fosforera-Vereco MG,1979-01-01,Spain
Team Motorola,Motorola,1981-01-01,United States of America
IG-Sigma Sport,IG-Sigma Sport,2009-01-01,United Kingdom
