col0,col1,col2,col3
Pearl Jam,Pearl Jam discography,1990-01-01,Template:Pearl Jam
Muse,Muse discography,1994-01-01,Template:Muse
Motörhead,Motörhead discography,1975-01-01,Template:Motörhead
Led Zeppelin,Led Zeppelin discography,1968-01-01,Template:Led Zeppelin
KISS,Kiss discography,1973-01-01,Template:Kiss
King Crimson,King Crimson discography,1968-01-01,Template:King Crimson
Green Day,Green Day discography,1987-01-01,Template:Green Day
Dire Straits,Dire Straits discography,1977-01-01,Template:Dire Straits
Def Leppard,Def Leppard discography,1977-01-01,Template:Def Leppard
The Police,The Police discography,1977-01-01,Template:The Police
The Beatles,The Beatles discography,1960-01-01,Template:The Beatles
Deep Purple,Deep Purple discography,1968-01-01,Template:Deep Purple
Pink Floyd,Pink Floyd discography,1965-01-01,Template:Pink Floyd
Coldplay,Coldplay discography,1996-01-01,Template:Coldplay
Queen,Queen discography,1970-01-01,Template:Queen
Aerosmith,Aerosmith discography,1970-01-01,Template:Aerosmith
AC/DC,AC/DC discography,1973-12-31,Template:AC/DC
Arctic Monkeys,Arctic Monkeys discography,2002-01-01,Template:Arctic Monkeys
Nirvana,Nirvana discography,1987-01-01,Template:Nirvana
The Rolling Stones,The Rolling Stones discography,1962-01-01,Template:The Rolling Stones
