col0,col1,col2,col3,col4,col5
Lac-Alfred,0,unorganized area in Quebec,Canada,La Rédemption,77.05
Dépôt-Échouani,0,unorganized area in Quebec,Canada,La Tuque,334.5
Coulée-des-Adolphe,0,unorganized area in Quebec,Canada,Cap-Chat,86.9
Collines-du-Basque,0,unorganized area in Quebec,Canada,Sainte-Madeleine-de-la-Rivière-Madeleine,816.1
"Caniapiscau, Quebec",0,unorganized area in Quebec,Canada,Rivière-Koksoak,39985.7
Belle-Rivière,0,unorganized area in Quebec,Canada,Saint-André-du-Lac-Saint-Jean,646.6
Baie-des-Chaloupes,0,unorganized area in Quebec,Canada,L'Ascension,954.5
Baie-de-la-Bouteille,5,unorganized area in Quebec,Canada,Saint-Michel-des-Saints,1937.85
Baie-d'Hudson,0,unorganized area in Quebec,Canada,Whapmagoostui,156370.4
Baie-Obaoca,0,unorganized area in Quebec,Canada,La Tuque,1280.78
Baie-Atibenne,0,unorganized area in Quebec,Canada,Manawan,535.62
Ruisseau-Ferguson,0,unorganized area in Quebec,Canada,Rivière-Vaseuse,672.8
