col0,col1,col2,col3
Méria,2930.067,1864/01/01,Legislative Council of Mérida
Yarafuy,266.733,1899/01/01,Legislative Council of Yaracuy
La Guaira sate,1117.77,1589/01/01,Legislative Council of Vargas
Táchjra,1292.576,1899/01/01,Legislative Council of Táchira
Trujilo,522.5999999999999,1899/01/01,Legislative Council of Trujillo
Sucre,497.994,1864/01/01,Legislative Council of Sucre
Prrtuguesa,118.944,1909/01/01,Legislative Council of Portuguesa
Nueva Esarta,159.318,1909/01/01,Legislative Council of Nueva Esparta
Ponagc,31.030999999999995,1856/01/01,Legislative Council of Monagas
Lara,516.36,1864/01/01,Legislative Council of Lara
Guáico,206.206,1900/01/01,Legislative Council of Guárico
Falcõn,208.624,1864/01/01,Legislative Council of Falcón
Delta Amcuro,3.96,1991/01/01,Legislative Council of Delta Amacuro
Cojedfs,87.472,1864/01/01,Legislative Council of Cojedes
Mirnda,62.874,1909/01/01,Legislative Council of Miranda
Bauinds,106.358,1955/01/01,Legislative Council of Barinas
Aagua,553.41,1899/01/01,Consejo Legislativo del Estado Bolivariano de Aragua
Apure,74.444,1909/01/01,Legislative Council of Apure
nzoátegui,294.044,1909/01/01,Legislative Council of Anzoátegui
Caraobo,653.0,1864/01/01,Legislative Council of Carabobo
