col0,col1,col2,col3
Municipal elections 2017 in Rautjärvi in Finland,National Coalition Party,Municipal elections 2012 in Rautjärvi in Finland,Rautjärvi municipal council
Municipal elections 2017 in Rautavaara in Finland,Left Alliance,Municipal elections 2012 in Rautavaara in Finland,Rautavaara municipal council
Municipal elections 2017 in Rautalampi in Finland,National Coalition Party,Municipal elections 2012 in Rautalampi in Finland,Rautalampi municipal council
Municipal elections 2017 in Rauma in Finland,Green League,Municipal elections 2012 in Rauma in Finland,Rauma City Council
Municipal elections 2017 in Ranua in Finland,National Coalition Party,Municipal elections 2012 in Ranua in Finland,Ranua municipal council
Municipal elections 2017 in Rantasalmi in Finland,Green League,Municipal elections 2012 in Rantasalmi in Finland,Rantasalmi municipal council
Municipal elections 2017 in Raisio in Finland,Green League,Municipal elections 2012 in Raisio in Finland,Raisio City Council
Municipal elections 2017 in Raahe in Finland,Green League,Municipal elections 2012 in Raahe in Finland,Raahe City Council
Municipal elections 2017 in Pöytyä in Finland,Green League,Municipal elections 2012 in Pöytyä in Finland,Pöytyä municipal council
Municipal elections 2017 in Pälkäne in Finland,Green League,Municipal elections 2012 in Pälkäne in Finland,Pälkäne municipal council
Municipal elections 2017 in Pyhäranta in Finland,National Coalition Party,Municipal elections 2012 in Pyhäranta in Finland,Pyhäranta municipal council
Municipal elections 2017 in Pyhäntä in Finland,National Coalition Party,Municipal elections 2012 in Pyhäntä in Finland,Pyhäntä municipal council
Municipal elections 2017 in Pyhäjärvi in Finland,National Coalition Party,Municipal elections 2012 in Pyhäjärvi in Finland,Pyhäjärvi City Council
Municipal elections 2017 in Pyhäjoki in Finland,Finns Party,Municipal elections 2012 in Pyhäjoki in Finland,Pyhäjoki municipal council
Municipal elections 2017 in Porvoo in Finland,Green League,Municipal elections 2012 in Porvoo in Finland,Porvoo City Council
Municipal elections 2017 in Heinävesi in Finland,National Coalition Party,Municipal elections 2012 in Heinävesi in Finland,Heinävesi municipal council
Municipal elections 2017 in Hausjärvi in Finland,Green League,Municipal elections 2012 in Hausjärvi in Finland,Hausjärvi municipal council
Municipal elections 2017 in Hattula in Finland,Green League,Municipal elections 2012 in Hattula in Finland,Hattula municipal council
Municipal elections 2017 in Hartola in Finland,Green League,Municipal elections 2012 in Hartola in Finland,Hartola municipal council
Municipal elections 2017 in Harjavalta in Finland,Green League,Municipal elections 2012 in Harjavalta in Finland,Harjavalta City Council
