col0,col1,col2,col3
Ateliers de Construction Mecanique l'Aster,automotive industry,France,1898-01-01
Automoto,automotive industry,France,1899-01-01
Jack Sport,automotive industry,France,1925-01-01
Claude Delage,automotive industry,France,1925-01-01
Motobloc,automotive industry,France,1902-01-01
Griffon vehicles,automotive industry,France,1902-01-01
Armor,automotive industry,France,1910-01-01
Maico,automotive industry,Netherlands,1926-01-01
KTM,motorcycle,Austria,1992-01-01
Bimota,automotive industry,Italy,1966-01-01
Beta,automotive industry,Italy,1904-01-01
Benelli,automotive industry,Italy,1911-01-01
Aprilia,automotive industry,Italy,1945-01-01
Fusi,automotive industry,Italy,1932-01-01
