col0,col1,col2
Amos Bristol Tavern,place listed on the National Register of Historic Places,Meredith
Black Horse Tavern,place listed on the National Register of Historic Places,Cumberland Township
Apple Tavern,place listed on the National Register of Historic Places,Guilderland
Freese's Tavern,place listed on the National Register of Historic Places,Moultonborough
Merrell Tavern,place listed on the National Register of Historic Places,Lee
Black Horse Tavern,place listed on the National Register of Historic Places,Belfast
Union Tavern,National Historic Landmark,Milton
Whitney Tavern,place listed on the National Register of Historic Places,Gardner
Mahone's Tavern,place listed on the National Register of Historic Places,Courtland
Boyd's Tavern,NRHP contributing property,Boydton
Old Hotel,place listed on the National Register of Historic Places,Dumfries
Schwartz Tavern,place listed on the National Register of Historic Places,Blackstone
Guilford Country Store,place listed on the National Register of Historic Places,Guilford
Indian King Tavern,place listed on the National Register of Historic Places,Haddonfield
Landlord Fowler Tavern,place listed on the National Register of Historic Places,Westfield
Dog Team Tavern,place listed on the National Register of Historic Places,Middlebury
Steenburg Tavern,place listed on the National Register of Historic Places,Rhinebeck
Shields' Station,place listed on the National Register of Historic Places,Blaine
Harnden Tavern,place listed on the National Register of Historic Places,Wilmington
Glur's Tavern,place listed on the National Register of Historic Places,Columbus
