col0,col1,col2,col3,col4
Roman Catholic Diocese of Gallup,New Mexico,Roman Rite,1939-01-01,Gallup
Roman Catholic Diocese of Grand Rapids,Michigan,Roman Rite,1882-01-01,Grand Rapids
Roman Catholic Diocese of Gaspé,Gaspésie–Îles-de-la-Madeleine,Roman Rite,1922-01-01,Gaspé
Roman Catholic Diocese of Hallam,England,Roman Rite,1980-01-01,Sheffield
Roman Catholic Diocese of Hamilton in Bermuda,Bermuda,Roman Rite,1967-06-12,Hamilton
Roman Catholic Diocese of Ibiza,Ibiza,Roman Rite,1782-01-01,Ibiza
Roman Catholic Diocese of Houma-Thibodaux,Houma,Roman Rite,1977-01-01,Houma
Roman Catholic Diocese of Lake Charles,Louisiana,Roman Rite,1980-01-01,Lake Charles
Roman Catholic Diocese of Lafayette in Indiana,Indiana,Roman Rite,1944-01-01,Lafayette
Roman Catholic Diocese of Lancaster,England,Roman Rite,1924-01-01,Lancaster
Roman Catholic Diocese of Las Vegas,Nevada,Roman Rite,1995-01-01,Las Vegas
Roman Catholic Diocese of Ariano Irpino-Lacedonia,Ariano Irpino,Roman Rite,1986-09-30,Ariano Irpino
Roman Catholic Diocese of Rockville Centre,New York,Roman Rite,1957-01-01,Rockville Centre
Roman Catholic Diocese of Rockford,Illinois,Roman Rite,1908-01-01,Rockford
diocese of Saint-Jean-Longueuil,Montérégie,Roman Rite,1933-06-09,Saint-Jean-sur-Richelieu
Roman Catholic Diocese of Bridgeport,Connecticut,Roman Rite,1953-01-01,Bridgeport
Roman Catholic Archdiocese of Paderborn,North Rhine-Westphalia,Roman Rite,0799-01-01,Paderborn
Roman Catholic Diocese of Metuchen,New Jersey,Roman Rite,1981-01-01,Metuchen
Roman Catholic Diocese of Greensburg,Pennsylvania,Roman Rite,1951-01-01,Greensburg
Roman Catholic Diocese of Baker,Oregon,Roman Rite,1903-01-01,Bend
