col0,col1,col2,col3
Moneta Money Bank,199734000000,42100000000,3923000000
Ahold Delhaize,33331000000,24938000000,1793000000
Hewlett Packard Enterprise,55493000000,27800000000,1908000000
Uniper,50605000000,8270000000,-492000000
M.video,100301000000,33700000000,5546000000
Corning Inc.,27494000000,27000000000,-497000000
Khimprom,2446590000,200804100,-2935630000
T. Rowe Price,5107000000,18000000000,1223000000
O2 Czech Republic,36130000000,74500000000,5448000000
State Street Corporation,242698000000,34400000000,2143000000
Schlumberger,77956000000,112500000000,-1687000000
Ørsted,136489000000,112500000000,13213000000
Northern Trust,116700000000,20000000000,973800000
Humana,25396000000,33600000000,614000000
S.P. Korolev Rocket and Space Corporation Energia,114995477000,6858000000,1232438000
Strabag,10378406000,3500000000,282000000
Northrop Grumman,24454000000,41070000000,1990000000
Abbott Laboratories,41247000000,57000000000,4423000000
Groupe PSA,61952000000,17850000000,3295000000
Randstad N.V.,9158900000,9431200000,588200000
