col0,col1,col2,col3
Collingwood Primary School,United Kingdom,foundation school,Essex
Priory School,United Kingdom,foundation school,Slough
Whitehouse Primary School,United Kingdom,foundation school,North Tyneside
King Edward Primary School,United Kingdom,foundation school,North Tyneside
High View Primary School,United Kingdom,foundation school,London Borough of Sutton
Oakwood Primary School,United Kingdom,foundation school,Gloucestershire
The Churchill School,United Kingdom,foundation school,Kent
Westlands Primary School,United Kingdom,foundation school,Staffordshire
St Peter's Primary School,United Kingdom,foundation school,Herefordshire
Mount Pleasant Junior School,United Kingdom,foundation school,City of Southampton
West Hill Primary School,United Kingdom,foundation school,Devon
Stanton School,United Kingdom,foundation school,Milton Keynes
Southwood School,United Kingdom,foundation school,Milton Keynes
Waverley Primary School,United Kingdom,foundation school,City of Newcastle upon Tyne
Albemarle Primary School,United Kingdom,foundation school,London Borough of Wandsworth
