col0,col1,col2,col3,col4
The Art Institute of California – San Diego,"7650 Mission Valley Road, San Diego, CA, 92108-4423",California,1981-01-01,"special focus four-year: arts, music and design schools"
The Art Institute of California – Sacramento,"2850 Gateway Oaks Dr., Suite 100, Sacramento, CA, 95833",California,2007-01-01,"special focus four-year: arts, music and design schools"
The Art Institute of California – Hollywood,"5250 Lankershim Blvd, North Hollywood, CA, 91601",California,1991-01-01,"special focus four-year: arts, music and design schools"
Stevens Institute of Business and Arts,"1521 Washington Avenue, Saint Louis, MO, 63103",Missouri,1947-01-01,special focus four-year: business and management schools
Spartan College of Aeronautics and Technology,"8820 East Pine Street, Tulsa, OK, 74115",Tulsa,1928-01-01,special focus four-year: other technology-related schools
Spencerian College,"4627 Dixie Hwy, Louisville, KY, 40216",Louisville,1892-01-01,special focus four-year: other health professions schools
Texas College of Traditional Chinese Medicine,"4005 Manchaca Rd, Austin, TX, 78704",Texas,1990-01-01,special focus four-year: other health professions schools
Stanbridge College,"2041 Business Ctr Dr Ste 107, Irvine, CA, 92612",California,1996-01-01,special focus four-year: other health professions schools
Texas Culinary Academy,"3110 Esperanza Crossing, Suite 100, Austin, TX, 78758",Austin,1981-01-01,special focus two-year colleges: arts and design
Sullivan University,"3101 Bardstown Rd, Louisville, KY, 40205-3013",Louisville,1962-01-01,master's colleges and universities: larger programs
Stratford University,"3201 Jermantown Road, Suite 500, Fairfax, VA, 22030",Virginia,1976-01-01,master's colleges and universities: larger programs
John Marshall Law School,"1422 West Peachtree Street NW, Atlanta, GA, 30309",Atlanta,1933-01-01,special focus four-year: law schools
International Academy of Design & Technology – Detroit,"1850 Research Drive, Troy, MI, 48083",Troy,2003-01-01,"special focus four-year: arts, music and design schools"
International Academy of Design & Technology – Orlando,"6039 South Rio Grande Avenue, Orlando, FL, 32809",Orlando,2000-01-01,"special focus four-year: arts, music and design schools"
International Academy of Design & Technology – Seattle,"645 Andover Park West, Tukwila, WA, 98188-0000",Seattle,2004-01-01,"special focus four-year: arts, music and design schools"
International Academy of Design and Technology San Antonio,"4511 Horizon Hill Rd, San Antonio, TX, 78229",Texas,2005-01-01,"special focus four-year: arts, music and design schools"
Illinois Institute of Art – Chicago,"350 N Orleans St, Suite 136-L, Chicago, IL, 60654-1593",Chicago,1916-01-01,"special focus four-year: arts, music and design schools"
Harrington College of Design,"200 W. Madison, Chicago, IL, 60606",Chicago,1931-01-01,"special focus four-year: arts, music and design schools"
Jones International University,"9697 East Mineral Avenue, Centennial, CO, 80112",Centennial,1993-01-01,special focus four-year: business and management schools
Hamilton Technical College,"1011 E 53rd St, Davenport, IA, 52807",Davenport,1969-01-01,special focus four-year: other technology-related schools
