col0,col1,col2,col3
Osgoode Media,United States of America,Target of Desire: Episode 1,United States of America
Ravenous Games,Canada,Tiny Rogue,Canada
Buckrider Studio,Netherlands,Bounce and Break,Amstelhoek
Kodera Software,Poland,ΔV: Rings of Saturn,Będzin
"Oh, a Rock! Studios",United States of America,Life in the Dorms,Ithaca
MiniChimera Game Studio,Brazil,Blackout: The Darkest Night,Florianópolis
Robot Invader,United States of America,Wind-up Knight,Menlo Park
Wx3 Labs,United States of America,Starcom: Nexus,Watertown
Red Fox Game Studios,United States of America,Buy Low Sell High,Burbank
Meltdown Interactive Media,New Zealand,SuperTrucks Offroad,Auckland
REDFOX™ Game Studio Limited,New Zealand,Pixeljima 1942,Auckland
Fangamer,United States of America,Undertale,Tucson
Necrosoft Games,United States of America,Gunhouse,Oakland
Moonlight Studios,United States of America,Powerless,Dallas
